,index,tconst,titleType,primaryTitle,originalTitle,isAdult,startYear,endYear,runtimeMinutes,genres,averageRating,numVotes,ordering,title,region,language,types,attributes,isOriginalTitle,Description
68,246,tt1094666,movie,The Hammer,Hamill,0,2010,\N,108,"Biography,Drama,Sport",6.9,1833,12,The Hammer,US,en,\N,\N,0,Deaf wrestler Matt Hamill (Russell Harvard) overcomes numerous obstacles on the way to becoming a three-time NCAA champion and MMA fighter.
69,248,tt1095217,movie,Bad Lieutenant: Port of Call New Orleans,The Bad Lieutenant: Port of Call - New Orleans,0,2009,\N,122,"Crime,Drama",6.6,79269,39,Bad Lieutenant: Port of Call New Orleans,US,en,\N,\N,0,"Terence McDonagh (Nicolas Cage) isn't doing so well. He has a nasty painkiller addiction, courtesy of an injury he sustained while rescuing a prisoner during Hurricane Katrina. Plus, there's his alcoholic father (Tom Bower), boozy wife (Jennifer Coolidge) and prostitute girlfriend (Eva Mendes). And, he's just been saddled with a rookie partner (Shawn Hatosy). Now Terence must pull himself back from the edge of insanity to investigate a series of murders that has the city on edge."
70,249,tt10954984,movie,Nope,Nope,0,2022,\N,130,"Horror,Mystery,Sci-Fi",6.8,234283,43,Nope,US,en,imdbDisplay,\N,0,"A man and his sister discover something sinister in the skies above their California horse ranch, while the owner of a nearby theme park tries to profit from the mysterious, otherworldly phenomenon."
71,255,tt11116204,tvSeries,United States of Al,United States of Al,0,2021,2022,30,Comedy,6.5,3225,18,United States of Al,US,en,\N,\N,0,"A Marine combat veteran struggling to readjust to civilian life in Ohio finds friendship in Al, the interpreter who served with his unit in Afghanistan and has just arrived to start a new life in America."
72,256,tt1114703,tvSeries,3-2-1 Penguins!,3-2-1 Penguins!,0,2000,2008,\N,"Adventure,Animation,Comedy",6.6,254,9,3-2-1 Penguins!,US,en,\N,\N,0,Twin siblings Jason and Michelle discover penguin figurines that come to life to help them learn biblical and moral lessons.
73,262,tt11210146,tvMiniSeries,Heaven's Gate: The Cult of Cults,Heaven's Gate,0,2020,2020,206,"Crime,Documentary",7.2,2663,13,Heaven's Gate: The Cult of Cults,US,en,\N,\N,0,"An examination of the UFO cult through the eyes of its former members and their loved ones; what starts with the disappearance of 20 people from an Oregon town, ends with the largest suicide on U.S. soil."
74,265,tt11247158,tvSeries,The Legend of Vox Machina,The Legend of Vox Machina,0,2022,\N,30,"Action,Adventure,Animation",8.4,35526,12,Critical Role: The Legend of Vox Machina,US,en,working,\N,0,"Vox Machina, a band of eight unlikely heroes, find themselves on a quest to save the realm of Exandria from dark magical forces."
75,266,tt1130965,movie,The Athlete,Atletu,0,2009,\N,92,"Biography,Drama",6.6,258,9,The Athlete,US,en,\N,\N,0,"After losing the use of his legs in a car accident, marathon runner Abebe Bikila (Rasselas Lakew) finds a new outlet for his athletic ability and competitive nature in archery and a type of sled-dog racing."
76,270,tt11422728,movie,"Summer of Soul (...Or, When the Revolution Could Not Be Televised)","Summer of Soul (...Or, When the Revolution Could Not Be Televised)",0,2021,\N,118,"Documentary,Music",8.0,12955,13,"Summer of Soul (...Or, When the Revolution Could Not Be Televised)",US,en,\N,\N,0,"In his acclaimed debut as a filmmaker, Ahmir ""Questlove"" Thompson presents a powerful and transporting documentary-part music film, part historical record created around an epic event that celebrated Black history, culture and fashion. Over the course of six weeks in the summer of 1969, just one hundred miles south of Woodstock, The Harlem Cultural Festival was filmed in Mount Morris Park (now Marcus Garvey Park). The footage was never seen and largely forgotten--until now. SUMMER OF SOUL shines a light on the importance of history to our spiritual well-being and stands as a testament to the healing power of music during times of unrest, both past and present. The feature includes never-before-seen concert performances by Stevie Wonder, Nina Simone, Sly & the Family Stone, Gladys Knight & the Pips, Ray Baretto, Abbey Lincoln & Max Roach and more."
77,271,tt1143155,movie,Treeless Mountain,Na-moo-eobs-neun san,0,2008,\N,89,Drama,7.0,1829,7,Treeless Mountain,US,en,\N,\N,0,"Jin (Kim Hee-yeon) and her younger sister, Bin (Song Hee Kim), are left by their mother (Soo Ah Lee) with Big Aunt (Kim Mi-Hyang). The girls' mother is trying to hunt down their father. She gives them a piggy bank, telling her daughters that when it is full of coins she will return. Big Aunt is an alcoholic who neglects to look after the children. By selling roasted grasshoppers, the two girls manage to take care of themselves over the summer, waiting all the while for their mother's return."
78,273,tt11466222,movie,Jackass Forever,Jackass Forever,0,2022,\N,96,"Action,Comedy,Documentary",6.8,47674,43,Jackass Forever,US,en,\N,\N,0,"Celebrating the joy of being back together with your best friends and a perfectly executed shot to the dingdong, the original jackass crew return for another round of hilarious, wildly absurd, and often dangerous displays of comedy with a little help from some exciting new cast."
79,276,tt11602542,movie,Bonnie,Bonnie,0,2022,\N,83,Documentary,7.8,40,10,Bonnie,US,en,\N,\N,0,"Hollywood stars pay homage to legendary casting director Bonnie Timmermann, who discovered Sean Penn, Brian Cox, and many others."
80,277,tt11681282,movie,The Mad Women's Ball,Le bal des folles,0,2021,\N,122,"Drama,Thriller",6.6,3732,12,The Mad Women's Ball,US,en,imdbDisplay,\N,0,A committed woman and a tormented nurse prepare to attend a famous ball at a neurological clinic in the 19th century.
81,278,tt11701838,movie,Wojnarowicz,Wojnarowicz: F--k You F-ggot F--ker,0,2020,\N,108,Documentary,7.6,241,7,Wojnarowicz,US,en,\N,\N,0,"Filmmaker Chris McKim examines the life and work of artist, writer, photographer and AIDS activist David Wojnarowicz."
82,281,tt11866324,movie,Prey,Prey,0,2022,\N,100,"Action,Adventure,Drama",7.1,208923,15,Prey,US,en,\N,\N,0,
83,282,tt11875316,tvSeries,The Mysterious Benedict Society,The Mysterious Benedict Society,0,2021,2022,\N,"Action,Adventure,Comedy",7.6,5211,35,The Mysterious Benedict Society,US,en,\N,\N,0,"Four gifted orphans are recruited by an eccentric benefactor to go on a secret mission; placed undercover at a boarding school known as The Institute, they must foil a nefarious plot with global ramifications."
84,286,tt11991748,movie,Rurouni Kenshin: Final Chapter Part II - The Beginning,Rurôni Kenshin: Sai shûshô - The Beginning,0,2021,\N,137,"Action,Adventure,Drama",7.4,9737,33,Rurouni Kenshin: Final Chapter Part II - The Beginning,US,en,\N,\N,0,
85,293,tt1222816,movie,Disneynature: Wings of Life,Pollen,0,2011,\N,81,"Documentary,Family,News",7.3,676,6,Disneynature: Wings of Life,US,en,imdbDisplay,\N,0,"Filmmaker Louis Schwartzberg examines how the Earth's food chain depends on bees, hummingbirds, bats and other creatures."
86,295,tt1228573,tvSeries,Betrayed,La Traición,0,2008,\N,45,Drama,7.1,210,6,Betrayed,US,en,\N,\N,0,"""Betrayed"" reveals chilling stories of chasing the American dream and how the veneer can dramatically crumble, ending in murder at the hands of a trusted family member, co-worker, lover, or friend. The cases of deception are told through the lens of the fictionalized, first-person perspectives of the victims. As investigators, family, and friends peel back the layers and facts of each case, the otherworldly narrator already knows where the trail ends. The narrator guides viewers through various relationships, raising suspicions about who will commit the ultimate betrayal."
87,296,tt12330184,movie,R#J,R#J,0,2021,\N,91,Drama,6.6,88,5,R#J,US,en,\N,\N,0,"In fair Verona, a war as old as time is brewing between rival houses--but it's being captured in a new way. Montague and Capulet Gen Zers are using their cell phones to document the eruptions of violence plaguing their communities. In the middle of it all, Romeo discovers Juliet's artwork at a party, and the two inevitably fall in love. As tensions between their families escalate, the two plead for peace and desperately search for a way to escape their star-crossed destiny."
88,299,tt12443930,movie,"The Things We Say, the Things We Do","Les choses qu'on dit, les choses qu'on fait",0,2020,\N,122,"Comedy,Drama,Romance",6.9,2689,39,"The Things We Say, the Things We Do",US,en,imdbDisplay,\N,0,Emmie returns home after her mother dies and reconnects with her sister along the way.
89,304,tt1259521,movie,The Cabin in the Woods,The Cabin in the Woods,0,2011,\N,95,"Horror,Mystery,Thriller",7.0,432577,11,The Cabin in the Woods,US,en,\N,\N,0,"When five college friends (Kristen Connolly, Chris Hemsworth, Anna Hutchison, Fran Kranz, Jesse Williams) arrive at a remote forest cabin for a little vacation, little do they expect the horrors that await them. One by one, the youths fall victim to backwoods zombies, but there is another factor at play. Two scientists (Richard Jenkins, Bradley Whitford) are manipulating the ghoulish goings-on, but even as the body count rises, there is yet more at work than meets the eye."
90,305,tt1270798,movie,X-Men: First Class,X: First Class,0,2011,\N,131,"Action,Sci-Fi",7.7,706738,43,X-Men: First Class,US,en,imdbDisplay,\N,0,"In the early 1960s, during the height of the Cold War, a mutant named Charles Xavier (James McAvoy) meets a fellow mutant named Erik Lehnsherr (Michael Fassbender). Despite their vastly different backgrounds -- Charles grew up with a wealthy family, while Erik lost his parents at Auschwitz -- the two become close friends. As the world teeters on the brink of a nuclear war, Charles and Erik with other mutants join forces to save humanity. However, a situation soon tears the friends apart."
91,306,tt1273815,tvSeries,Super Comet: After the Impact,Armageddon - Der Einschlag,0,2007,2007,84,"Action,Adventure,Documentary",6.5,155,3,Super Comet: After the Impact,US,en,\N,\N,0,A future asteroid strike could spell the end of life on Earth.
92,310,tt12879112,tvSeries,The Barbarian and the Troll,The Barbarian and the Troll,0,2021,2021,\N,"Action,Adventure,Animation",7.7,352,56,The Barbarian and the Troll,US,en,\N,\N,0,"Evan ventures out into the world of Gothmoria so he can fulfill his dream of becoming a singer; along the way, he meets Brendar, a feared but revered barbarian, and the duo set off on a quest to vanquish an evil demon."
93,311,tt1289401,movie,Ghostbusters,Ghostbusters,0,2016,\N,117,"Action,Comedy,Fantasy",6.8,237665,36,Ghostbusters,US,en,\N,\N,0,"After the members of a team of scientists (Harold Ramis, Dan Aykroyd, Bill Murray) lose their cushy positions at a university in New York City, they decide to become ""ghostbusters"" to wage a high-tech battle with the supernatural for money. They stumble upon a gateway to another dimension, a doorway that will release evil upon the city. The Ghostbusters must now save New York from complete destruction."
94,314,tt1300854,movie,Iron Man 3,Iron Man Three,0,2013,\N,130,"Action,Adventure,Sci-Fi",7.1,872400,24,Iron Man 3,US,en,imdbDisplay,\N,0,"Plagued with worry and insomnia since saving New York from destruction, Tony Stark (Robert Downey Jr.), now, is more dependent on the suits that give him his Iron Man persona -- so much so that every aspect of his life is affected, including his relationship with Pepper (Gwyneth Paltrow). After a malevolent enemy known as the Mandarin (Ben Kingsley) reduces his personal world to rubble, Tony must rely solely on instinct and ingenuity to avenge his losses and protect the people he loves."
95,317,tt13064902,tvSeries,FUBAR,FUBAR,0,2023,\N,55,"Action,Adventure,Thriller",6.5,26420,8,FUBAR,US,en,\N,\N,0,A CIA operative on the verge of retirement discovers a family secret and is forced to go back into the field for one last job.
96,318,tt13156316,tvMiniSeries,The Sons of Sam: A Descent into Darkness,RH Project,0,2021,2021,239,"Crime,Documentary,History",7.0,9611,26,The Sons of Sam: A Descent into Darkness,US,en,\N,\N,0,Author Maury Terry becomes convinced that serial killer David Berkowitz did not act alone and tries to prove that the web of darkness behind the Son of Sam murders goes deeper than anyone imagined -- and his investigation costs him everything.
97,320,tt13321232,tvSeries,Karma's World,Karma's World,0,2021,\N,11,"Animation,Comedy,Family",7.0,211,2,Karma's World,US,en,\N,\N,0,"Lyrically gifted youngster Karma juggles rap dreams and rhyme schemes while using her talent, ambition and heart to solve any problem."
98,322,tt1337047,movie,Angels in Exile,Angels in Exile,0,2016,\N,78,Documentary,7.0,51,2,Children Rise,US,en,working,\N,0,"Zulieka and Ariel grow up on the streets of Durham, South Africa."
99,330,tt13580840,movie,Simon,Simón,0,2023,\N,99,\N,9.4,14,7,Simon,US,en,\N,\N,0,
100,333,tt13622108,movie,"Civil War (or, Who Do We Think We Are)","Civil War (or, Who Do We Think We Are)",0,2021,\N,100,"Documentary,Drama",7.8,195,1,"Civil War (or, Who Do We Think We Are)",US,en,\N,\N,0,"Urgent and complex, CIVIL WAR (OR, WHO DO WE THINK WE ARE) travels across the United States, exploring how Americans tell the story of their Civil War. Filmed from President Obama's final year in office through the present, it interweaves insightful scenes and touching interviews filmed North and South, painting a uniquely crafted, multi-faceted portrait of the American psyche and the deep roots of its turbulent times. With delicacy and strength, subtlety and determination, CIVIL WAR lays bare a nation in denial, haunted by an embittered past and the stories it refuses to tell."
